component,name,sheet,kind,element,between,rest_state,confidence,evidence,notes
89,Start inhibitor relay,ignition,relay,link,coil;87 blade;87a blade,n/a,read,book photo IMG_4716; book photo IMG_4717; scan p.407,"Mechanical link, not a conductor. A short solid stub leaves the coil's right side at mid-height and stops short of the left blade. Then come two dashes, both between the blades. The coil probably swings both blades left onto their contacts; the direction is not printed."
92,Thermo time switch,ignition,switch,terminals,upper (271);lower (273);earth lead,n/a,read,book photo IMG_4712; scan p.407,"No terminal names printed. Upper and lower open circles just inside the right wall, about 25% and 75% down: 271 RD 1.0 at the upper, 273 GR 0.75 at the lower. The earth lead (no circle, no cable number) enters the left wall level with the upper terminal, runs left outside, then down to an earth symbol. Heavy wall only, no thin inner outline."
92,Thermo time switch,ignition,switch,contact,earth lead;bar (to 273),closed,read,book photo IMG_4712,"A vertical from the internal earth line at about 32% of the inner width ends in a round blob resting on the raised left (free) end of the bar; no gap, so closed as drawn. Probably closed when cold, earthing cold-start valve 94 through 273."
92,Thermo time switch,ignition,switch,bar,contact;lower (273),n/a,read,book photo IMG_4712,"Thick black bar along the bottom of the box from about 22% of the inner width to the lower terminal, whose circle sits in its right end; left end raised under the contact blob. Probably the bimetal strip."
92,Thermo time switch,ignition,switch,winding,upper (271);earth lead,n/a,probably,book photo IMG_4712,"Square wave wound round the bar (two loops above, three bumps below). Left end: a vertical up to the internal earth line at about 43% of the width. Right end: a riser at about 90% going up, then a diagonal into the upper terminal. Its loops merge into the black bar, so its separation from the bar and 273 rests on drawing convention. Probably the heating winding, live while cranking."
92,Thermo time switch,ignition,switch,resistor,upper (271);lower (273),n/a,unreadable,book photo IMG_4712,"Second square wave with two downward U-loops in the upper right quarter. Its top line meets the upper terminal; its left leg drops to a return line at about 45% height, which crosses the heater riser (no dot, probably a crossing) and ends in a vertical inside the right wall down to the lower terminal. What it is cannot be read (a second heater, or only a thermal symbol). It cannot be a plain wire: that would short 271 to earth through the closed contact."
95,Auxiliary air regulator,ignition,heater,terminals,upper (265);lower (266),n/a,read,book photo IMG_4713; scan p.407,"No terminal names printed (""+"" in wires.csv is a data convention). Open circles just inside the right wall of the right section, about 20% and 80% down: 265 GR 0.75 at the upper, 266 SV 0.75 (to the central earth star) at the lower. Stepped outline: tall flange with a white slot on the left, shorter section (about 80% of the height) on the right."
95,Auxiliary air regulator,ignition,heater,winding,upper (265);lower (266),n/a,read,book photo IMG_4713,"The manual's winding symbol (as relay 89's coil and cold-start valve 94): a thin rectangle open to the right wall, with a slash from the bottom edge at about 30% to the top edge at about 65%; L-shaped leads from the middle of its top edge to the upper terminal and from the middle of its bottom edge to the lower terminal. Probably the heating element of the bimetal, live while the fuel pump relay is on."
96,Warming-up regulator,ignition,heater,terminals,upper (267);lower (268),n/a,read,book photo IMG_4713; scan p.407,"No terminal names printed (""+"" in wires.csv is a data convention). Drawn identical to 95: circles just inside the right wall about 20% and 80% down; 267 GR 0.75 at the upper, 268 SV 0.75 (to the central earth star) at the lower."
96,Warming-up regulator,ignition,heater,winding,upper (267);lower (268),n/a,read,book photo IMG_4713,"Same winding symbol as 95: rectangle open to the right wall, slash from the bottom edge at about 30% to the top edge at about 70%, L-leads from mid top edge to the upper terminal and mid bottom edge to the lower terminal. Probably the heating element of the bimetal."
113,"Relay, electrically heated rear window",climate,relay,terminals,30;85;87;86,n/a,read,"book photo IMG_4718, IMG_4720, IMG_4722; scan p.407","30 top-left and 85 top-right on the inner top edge; 87 bottom-left and 86 bottom-right on the inner bottom edge. Left column is the contact (30 over 87), right column the coil (85 over 86). Labels 30 and 87 sit right of the left stem, 85 and 86 left of the right stem. Bold 113 below-left outside the heavy frame. No 87a, diode or resistor printed. Cables: 210 RD 2,5 at 30; 33 SV 0,75, 212 SV 0,75 and 13 SV 0,75 all at 85; 211 GL 2,5 at 87; 213 BL 0,75 at 86."
113,"Relay, electrically heated rear window",climate,relay,coil,85;86,n/a,read,"book photo IMG_4718, IMG_4720, IMG_4722","Rectangle with one / slash (lower left to upper right); its right side is the inner frame. The 85 stem drops onto its top edge and the 86 stem leaves its bottom edge on one vertical, about 60% of the way across the coil, not at the middle. Probably 86 takes the switched + from switch 116 (213 BL) and 85 goes to earth through 212 SV to joint 158."
113,"Relay, electrically heated rear window",climate,relay,contact,30;87,open,read,"book photo IMG_4718, IMG_4720, IMG_4722","Normally open. A stem runs from 30 down to a pivot (small open circle); a thick blade slants down-left from it and ends free about two-thirds down the box, left of the fixed-contact circle. That circle is directly below the pivot, with a stem to 87. Probably switches fuse 8 (210 RD) through to heated window 115 (211 GL) when the coil is energised."
113,"Relay, electrically heated rear window",climate,relay,link,coil;30-87 blade,n/a,read,"book photo IMG_4718, IMG_4720, IMG_4722","Mechanical, not electrical: a horizontal dashed line of exactly 3 dashes at mid-height, starting a small gap right of the blade; the third dash touches the coil's left edge."
116,"Switch, electrically heated rear window",climate,switch,terminals,left;middle;right,n/a,read,book photo IMG_4726; scan p.407,"No terminal numbers are printed (photo and scan), so the names are positional. Three small open circles, all on the inside of the bottom edge, at about 17%, 43% and 69% of the box width. Left: 215 SV 0.75 (lamp). Middle: 213 BL 0.75 (middle contact). Right: 203 BL 0.75 and 214 BL 0.75, which fork as an inverted V just below the frame (203 on the left branch, 214 on the right). There are no terminals on the top, the sides or the right quarter. The right terminal is probably the + feed (214, source not traced). Nothing else is printed inside."
116,"Switch, electrically heated rear window",climate,switch,lamp,left;lamp contact,n/a,read,book photo IMG_4726; scan p.407,"Bulb symbol (circle with an X) at the far left, at mid-height, about a third of the inner height across. Its bottom drops straight to the left terminal. Its right side runs a short line (leaving just below the bulb centre) to the lamp contact, a small open circle with a stub pointing right. Probably the ""on"" indicator: its only supply is through the switch, and its other side goes to 215 SV (earth via lighter 48)."
116,"Switch, electrically heated rear window",climate,switch,contact,lamp contact;middle contact,open,read,book photo IMG_4726; scan p.407,"Drawn as a gap between the end of the lamp contact's right stub and the bar. The bar already touches the middle contact, so this gap is all that separates the lamp from the middle contact. Probably closes when the switch is pressed (not printed)."
116,"Switch, electrically heated rear window",climate,switch,contact,middle contact;dot contact,open,read,book photo IMG_4726; scan p.407,"Gap on the contact line between the middle contact's right stub and the filled dot (feed side). The dot's left stub is only a tiny broken nub. The bar's upper end sits directly above the dot and does not touch it. Probably closes when the switch is pressed, joining the 214/203 feed to 213 and the relay 113 coil (not printed)."
116,"Switch, electrically heated rear window",climate,switch,bar,lamp contact;middle contact;dot contact,rests on middle contact,read,book photo IMG_4726; scan p.407,"Heavy straight rocker bar at about 30 degrees, rising left to right. Its lower-left end is below and just left of the lamp contact; its upper-right end is directly above the dot. It touches only the middle contact (it covers that contact's left stub and the top-left of its circle) and is clear of the lamp contact and the dot, so the switch is drawn off. It probably pivots at the middle contact and, pressed flat, bridges all three (not printed). A faint light ring in the bar where it crosses the contact line (photo only, not in the scan) is unreadable: it could be a pivot mark or a gap in the ink."
116,"Switch, electrically heated rear window",climate,switch,link,middle contact;middle,n/a,read,book photo IMG_4726; scan p.407,"From the bottom of the middle contact, down to about 70% of the box height, left, then down to the middle terminal, which sits to the left of the contact."
116,"Switch, electrically heated rear window",climate,switch,link,dot contact;right,n/a,read,book photo IMG_4726; scan p.407,"From the bottom of the dot, down to about 72% of the box height (a little lower than the middle link's horizontal), left, then down to the right terminal, which sits to the left of the dot."
123 lower,4-pole connector,wipers,connector,terminals,row 1;row 2;row 4,n/a,read,book photo IMG_4710; scan p.407,"No pin numbers printed; names ours. Rows 1, 2 and 4 drawn as filled-dot pairs; the row 3 position is blank. 97 BR comes down and turns left toward row 1 but stops about 25-30 photo px (about 10 px on the scan) short of the box. 95b RD comes down and turns left into row 2. 99a SV drops from row 4 through the bottom wall."
123 lower,4-pole connector,wipers,connector,link,row 1 motor side;row 1 harness side,closed,read,book photo IMG_4710,Motor pin 1 (diode) to 97 BR 0.75; the 97 line lines up with this row but stops short of the box on the page.
123 lower,4-pole connector,wipers,connector,link,row 2 motor side;row 2 harness side,closed,read,book photo IMG_4710,Motor pin 2 (park switch) to 95b RD 0.75.
123 lower,4-pole connector,wipers,connector,link,row 4 motor side;row 4 harness side,closed,read,book photo IMG_4710; scan p.407,"Motor return pin to 99a SV 0.75, down through the bottom wall and left to the CHASSI/MOTOR earth star."
123 upper,4-pole connector,wipers,connector,terminals,row 1;row 2;row 3;row 4,n/a,read,book photo IMG_4710,"No pin numbers printed; rows counted top to bottom (names ours). Each row is a filled dot on the motor (left) side and one on the harness (right) side, against the very heavy walls; box about 230 x 340 photo px. Harness side: 98 GL joins the top-right corner (row 1 has a stub up into the top wall); 95a RD drops diagonally into the right wall between rows 1 and 2; 95b RD (outer vertical) leaves row 2; 97 BR (inner vertical) leaves row 3; 99 SV drops from row 4 through the bottom wall."
123 upper,4-pole connector,wipers,connector,link,row 1 motor side;row 1 harness side,closed,read,book photo IMG_4710,"Motor pin 1 (diode) to 98 GL 0.75, which reaches the row through a stub up into the top wall at the top-right corner."
123 upper,4-pole connector,wipers,connector,link,row 2 motor side;row 2 harness side,closed,read,book photo IMG_4710,"Motor pin 2 (park switch) to 95b RD 0.75 out. 95a RD 0.75 in probably joins here too: its diagonal lands in the heavy right wall about 55% of the way from row 1 to row 2, and the wall hides which dot it meets."
123 upper,4-pole connector,wipers,connector,link,row 3 motor side;row 3 harness side,closed,read,book photo IMG_4710,Motor pin 3 (nothing inside the motor) to 97 BR 0.75.
123 upper,4-pole connector,wipers,connector,link,row 4 motor side;row 4 harness side,closed,read,book photo IMG_4710; scan p.407,"Motor pin 4 (return) to 99 SV 0.75, which drops through the bottom wall and runs left to the CHASSI/MOTOR earth star."
137,Throttle valve switch,ignition,switch,terminals,top;bottom,n/a,read,book photo IMG_4725; scan p.407,"No labels printed. Top: an open circle hanging from the inside of the top border at the centre. Its wire goes straight up and then left across the page to solenoid valve 142's lower-right lead (E3). The '383 GR 0.75' label sits on a short thick leader off that wire just above the box. Bottom: a small open oval on the inside of the bottom border at the centre. 380a GL 1.0 feeds it: a vertical labelled left of the switch, then a horizontal under the box, then up. Portrait box about 1:1.6 with a very heavy outline; the label 137 is to the right. 103 BL 2.5 runs down along the left border without connecting (hairline gap in the scan)."
137,Throttle valve switch,ignition,switch,contact,bottom;top,open,read,book photo IMG_4725; scan p.407,"The blade pivots at the bottom terminal and leans up-left to the top-left inner corner. Its tip stops short of the top circle: a 2-3 px white gap in the scan and a white notch in the photo. Normally open, closing at 62 degrees of throttle. That comes from the manual text (PDF p.24, p.210), not the drawing."
142,Solenoid valve,ignition,valve,terminals,L;R1;R2,n/a,read,book photo IMG_4710; scan p.407,"No terminal circles or labels printed; names ours. L: left wall at mid-height; the lead runs left then down to a three-stroke earth, no cable number. R1: right wall just below mid-height, 382 BL 0.75 (label beside the box). R2: right wall about two-thirds down (not the corner); leaves diagonally down-right, then runs right parallel to 382. No label at 142: traced on the scan to 137, where it is labelled 383 GR 0.75."
142,Solenoid valve,ignition,valve,coil,L;R1;R2,n/a,read,book photo IMG_4710; scan p.407,"Heavy outline with a white interior and one diagonal from the left inner wall (low) to the right inner wall (high): the DIN winding symbol. There is no separate inner rectangle. Both + leads meet the right side, so they probably join the same end: the speed transmitter (382) or the throttle switch (383) can energise it; the left end is earthed."
144,Pressure switch,ignition,switch,terminals,left;right,n/a,read,book photo IMG_4729; scan p.407,"No labels printed; names ours. Left: contact circle inside the left wall; 377 GN/VT 0.75 enters the left wall at its height (label on the scan only). Right: contact circle inside the right wall; a thin lead runs down beside the right wall, out through the bottom wall and straight down as 378 GN/VT 0.75 (label written vertically). A horizontal wire just under the box crosses 378 with no dot."
144,Pressure switch,ignition,switch,contact,left;right,closed,read,book photo IMG_4729; scan p.407,"A thick bar runs from the left contact circle to the right one and touches both: drawn closed. The light oval under the right circle is probably only the gap between the down-lead and the wall, not a third contact. Probably normally closed, opening on overboost to drop pump relay 102 (377 from 58 (A4) pin 4, 378 to 102:15)."
146,"Electronic control unit, ignition system",ignition,control unit,terminals,31;31d;7;15;16;16,n/a,read,book photo IMG_4729; scan p.407,"All six on the left edge, top to bottom, as open circles inside the heavy left wall with the labels to their right; nothing on the other edges and nothing drawn inside. 393 SV 1.5 at 31, 390 at 31d, 391 at 7, 123d GN/VT 1.0 at 15, 284 BL 0.75 at the upper 16, 121 BL 1.5 (printed '12/') at the lower 16. No shield terminal: 392 SV earths the 390/391 screen outside the box. The two 16s are not drawn joined (probably the same output inside; not printed, so no row)."
158 (D6),"Joint, earth cable",,earth joint,terminals,T1;T2;T3;B1;B2;B3,n/a,read,"book photo IMG_4720, IMG_4718; scan p.407","No pin numbers printed: T1-T3 (top row) and B1-B3 (bottom row), left to right, are our position names. Six filled black double-slot blocks in 2 rows x 3 columns; 158 is printed right of T3/B3. Each half shows a white = or a plain square: T1 [square|=], T2 [=|=], T3 [=|=], B1 [square|=], B2 [=|=], B3 [left half unreadable, ink-flooded|square]. The page does not say what the glyphs mean and they do not match the cables block by block. Cables: T1 281 SV 1,5 (up) and 92 SV 1,0 (diagonal onto the top edge from lower left); T2 3 SV 2,5 (up, to the main earth); T3 212 SV 0,75 (up) and 201 SV 0,75 (out right, then up); B3 four below, left to right 90 BL 1,0, 107 SV 2,5, 192 SV 0,75, 83 SV 0,75. Nothing below B1 or B2. Labels for 212, 92, 107 and 192 read in the photos; 281, 3, 201, 90 and 83 only on the scan. D6 instance only (E13 not covered)."
158 (D6),"Joint, earth cable",,earth joint,bar,T1;T2;T3,n/a,read,book photo IMG_4720; scan p.407,"Short horizontal lines at block mid-height join the top row. The line carries on out of T3's right side as 201 SV, which turns up and climbs over relay 21 to relay 89:85."
158 (D6),"Joint, earth cable",,earth joint,bar,B1;B2;B3,n/a,read,book photo IMG_4720; scan p.407,Short horizontal lines at block mid-height join the bottom row. Nothing leaves B1 to the left: the 92 SV vertical passes about 0.5 mm left of B1 without touching it.
158 (D6),"Joint, earth cable",,earth joint,link,T1;B1,n/a,read,book photo IMG_4720; scan p.407,"Vertical line through the divider of T1 down to B1, in line with the 281 SV riser above."
158 (D6),"Joint, earth cable",,earth joint,link,T2;B2,n/a,read,book photo IMG_4720; scan p.407,"Vertical line through the divider of T2 down to B2, in line with the 3 SV riser above."
158 (D6),"Joint, earth cable",,earth joint,link,T3;B3,n/a,read,"book photo IMG_4720, IMG_4718; scan p.407","Vertical line through the divider of T3 down to B3, in line with 212 SV above and 107 SV below."
rear cluster L,"Rear lamp cluster, left (legend: 15 Number plate light; 14 Tail light; 32 Reversing lights; 30 Brake lights; 27 Direction indicator lights L)",lighting; signals,lamp housing,terminals,15;14;32;30;14;27,n/a,read,book photo IMG_4728,"No terminal labels printed: legend numbers, one per bulb, outside the right border, top to bottom (the vertical mirror of the right cluster). Cables meet the left edge, top to bottom: 15 feed (46a stub on it), number-plate diagonal leaving cell 2, tail jumper into cell 2, 137 diagonal and 136 into cell 3, 133 diagonal and 132 into cell 4, tail-jumper diagonal leaving cell 5, 42 into cell 5, 76 into cell 6. Earth leaves the TOP edge as one unlabelled line (189 SV 0.75, from the scan); nothing leaves the bottom. A thin vertical just inside the right border is probably the housing outline (no row). No housing earth is printed."
rear cluster L,"Rear lamp cluster, left (legend: 15 Number plate light; 14 Tail light; 32 Reversing lights; 30 Brake lights; 27 Direction indicator lights L)",lighting,lamp housing,bulb,15 feed (number-plate jumper; 46a BL 0.75);earth bar,n/a,read,book photo IMG_4728,"Number plate bulb, cell 1 (top), inside the left cluster. Fed only through the number-plate jumper. Thin ring, printed broken at its upper left."
rear cluster L,"Rear lamp cluster, left (legend: 15 Number plate light; 14 Tail light; 32 Reversing lights; 30 Brake lights; 27 Direction indicator lights L)",lighting,lamp housing,bulb,14 upper feed (tail jumper);earth bar,n/a,read,book photo IMG_4728,"Upper tail bulb, cell 2. Fed only through the tail jumper; the number-plate diagonal leaves the same edge just above. Thin ring, printed broken at its lower left."
rear cluster L,"Rear lamp cluster, left (legend: 15 Number plate light; 14 Tail light; 32 Reversing lights; 30 Brake lights; 27 Direction indicator lights L)",signals,lamp housing,bulb,32 feed (136 VT 1.0);earth bar,n/a,read,book photo IMG_4728,"Left reversing bulb, cell 3. 136 VT 1.0 from the bottom terminal of reversing light switch 31 enters horizontally, crossing the 132, 76, 42 and 133 verticals and the tail jumper with no dots."
rear cluster L,"Rear lamp cluster, left (legend: 15 Number plate light; 14 Tail light; 32 Reversing lights; 30 Brake lights; 27 Direction indicator lights L)",signals,lamp housing,link,137 VT 0.75;32 L feed,n/a,probably,book photo IMG_4728,"137 comes down, turns right onto the tail-jumper vertical at the cell 2/3 divider level, and a diagonal leaves that point into cell 3. Four line ends meet with no dot. Probably 137 carries on into 32 L with the jumper passing through: joining the tail circuit would light the reversing lamps with the parking lights. So 137 branches off 136 at this bulb."
rear cluster L,"Rear lamp cluster, left (legend: 15 Number plate light; 14 Tail light; 32 Reversing lights; 30 Brake lights; 27 Direction indicator lights L)",signals,lamp housing,bulb,30 feed (132 RD 1.0);earth bar,n/a,read,book photo IMG_4728; scan p.407,"Left brake bulb, cell 4. The feed is unlabelled at the lamp; a continuous follow (photo and scan) takes it up to the rear side of 58 (E12), where it is labelled 132 RD 1.0. It crosses 136 and 46 with no dots."
rear cluster L,"Rear lamp cluster, left (legend: 15 Number plate light; 14 Tail light; 32 Reversing lights; 30 Brake lights; 27 Direction indicator lights L)",signals,lamp housing,link,133 RD 0.75;30 L feed,n/a,probably,book photo IMG_4728,"Same four-line meeting as 137, one cell lower: 133 turns right onto the tail-jumper vertical at the cell 3/4 divider level and a diagonal leaves that point into cell 4. No dot. Probably 133 starts at the 30 L feed and runs to 30 R, with the jumper passing through."
rear cluster L,"Rear lamp cluster, left (legend: 15 Number plate light; 14 Tail light; 32 Reversing lights; 30 Brake lights; 27 Direction indicator lights L)",lighting,lamp housing,bulb,14 lower feed (42 BL 0.75);earth bar,n/a,read,book photo IMG_4728,"Lower tail bulb, cell 5, next to 27. 42 BL enters this bulb only; the tail jumper leaves the upper part of the same edge."
rear cluster L,"Rear lamp cluster, left (legend: 15 Number plate light; 14 Tail light; 32 Reversing lights; 30 Brake lights; 27 Direction indicator lights L)",signals,lamp housing,bulb,27 feed (76 BL/VT 1.0);earth bar,n/a,read,book photo IMG_4728,"Left rear indicator, cell 6 (bottom). Filled-quadrant indicator symbol. Its right lead goes right, then up to the bar at the 14/27 divider, where the bar starts."
rear cluster L,"Rear lamp cluster, left (legend: 15 Number plate light; 14 Tail light; 32 Reversing lights; 30 Brake lights; 27 Direction indicator lights L)",lighting,lamp housing,link,14 lower feed;14 upper feed;46 BL 0.75,n/a,read,book photo IMG_4728,"Tail jumper, drawn outside the box: diagonal up-left from the upper part of cell 5, a vertical just left of the box, then right into cell 2. It crosses 136 and 132 plainly and passes the 133 and 137 meeting points. 46 BL 0.75 is a short stub: free end just left of its label, crossing the 132, 76 and 42 verticals, with its arrow tip on the vertical in the upper half of cell 4. Corrected: 46 does not come from the far left."
rear cluster L,"Rear lamp cluster, left (legend: 15 Number plate light; 14 Tail light; 32 Reversing lights; 30 Brake lights; 27 Direction indicator lights L)",lighting,lamp housing,link,14 upper feed;15 feed;46a BL 0.75,n/a,read,book photo IMG_4728,"Number-plate jumper: diagonal up-left from the upper part of cell 2, a short vertical, then right into cell 1. 46a BL 0.75 is a stub coming down from above (free end just above its label) with its arrowhead on the cell-1 feed."
rear cluster L,"Rear lamp cluster, left (legend: 15 Number plate light; 14 Tail light; 32 Reversing lights; 30 Brake lights; 27 Direction indicator lights L)",lighting; signals,lamp housing,bar,15;14 upper;32;30;14 lower;27;189 SV 0.75,n/a,read,book photo IMG_4728; scan p.407,"Common earth bar: one thin vertical inside the box, starting at 27's lead and taking every bulb. It leaves through the top border as one line straight up. That line is unlabelled in the photo; the scan follow shows it is 189 SV 0.75 from the right cluster bar. The left cluster has no earth of its own: it returns through 189 and the right cluster's 189a."
rear cluster R,"Rear lamp cluster, right (legend: 28 Direction indicator lights R; 14 Tail light; 30 Brake lights; 32 Reversing lights; 15 Number plate light)",lighting; signals,lamp housing,terminals,28;14;30;32;14;15,n/a,read,book photo IMG_4727,"No terminal labels printed: these are the legend numbers, one per bulb, printed outside the right border, top to bottom, in six equal cells. Cables meet the left edge, top to bottom: 79 (28), 44 (upper 14), tail-jumper diagonal leaving cell 2, 133 (30), 137 (32), tail jumper into cell 5, number-plate diagonal leaving cell 5, 15 feed (cell 6). Earth leaves the bottom edge: 189a SV 1.0 (diagonal, left) and 189 SV 0.75 (straight, right). Also printed but not electrical, so no row: a thin vertical just inside the right border (touches only the dividers; probably the housing outline) and a short stroke from the 30 bulb down to the 30/32 divider (touches nothing; probably a misprint, do not draw). No housing earth or bulb wattage is printed."
rear cluster R,"Rear lamp cluster, right (legend: 28 Direction indicator lights R; 14 Tail light; 30 Brake lights; 32 Reversing lights; 15 Number plate light)",signals,lamp housing,bulb,28 feed (79 RD/VT 1.0);earth bar,n/a,read,book photo IMG_4727,"Right rear indicator, cell 1 (top). Indicator symbol: X circle with top and bottom quadrants filled. Its right lead goes right, then down to the bar at the 28/14 divider, where the bar starts."
rear cluster R,"Rear lamp cluster, right (legend: 28 Direction indicator lights R; 14 Tail light; 30 Brake lights; 32 Reversing lights; 15 Number plate light)",lighting,lamp housing,bulb,14 upper feed (44 GN 0.75);earth bar,n/a,read,book photo IMG_4727,"Upper tail bulb, cell 2, next to 28. 44 GN enters this bulb only; the tail jumper leaves the same feed lower down the cell edge."
rear cluster R,"Rear lamp cluster, right (legend: 28 Direction indicator lights R; 14 Tail light; 30 Brake lights; 32 Reversing lights; 15 Number plate light)",signals,lamp housing,bulb,30 feed (133 RD 0.75);earth bar,n/a,read,book photo IMG_4727,"Brake bulb, cell 3. Only the tail-jumper vertical crosses 133 (no dot). Corrected: 47 GN does not cross 133; it runs parallel just above and ends on the jumper."
rear cluster R,"Rear lamp cluster, right (legend: 28 Direction indicator lights R; 14 Tail light; 30 Brake lights; 32 Reversing lights; 15 Number plate light)",signals,lamp housing,bulb,32 feed (137 VT 0.75);earth bar,n/a,read,book photo IMG_4727,"Reversing bulb, cell 4. The tail jumper crosses 137 with no dot."
rear cluster R,"Rear lamp cluster, right (legend: 28 Direction indicator lights R; 14 Tail light; 30 Brake lights; 32 Reversing lights; 15 Number plate light)",lighting,lamp housing,bulb,14 lower feed (tail jumper);earth bar,n/a,read,book photo IMG_4727,"Lower tail bulb, cell 5. Fed only through the tail jumper. Ring printed thinner than cells 1-4; the page does not say why."
rear cluster R,"Rear lamp cluster, right (legend: 28 Direction indicator lights R; 14 Tail light; 30 Brake lights; 32 Reversing lights; 15 Number plate light)",lighting,lamp housing,bulb,15 feed (number-plate jumper; 47a GN 0.75);earth bar,n/a,read,book photo IMG_4727,"Number plate bulb, cell 6 (bottom), inside the right cluster. Fed only through the number-plate jumper. Thinner ring, like cell 5."
rear cluster R,"Rear lamp cluster, right (legend: 28 Direction indicator lights R; 14 Tail light; 30 Brake lights; 32 Reversing lights; 15 Number plate light)",lighting,lamp housing,link,14 upper feed;14 lower feed;47 GN 0.75,n/a,read,book photo IMG_4727,"Tail jumper, drawn outside the box: diagonal down-left from the lower part of cell 2, a vertical just left of the box crossing 133 and 137 (no dots), then right into cell 5. 47 GN 0.75 is a short stub: free end just left of its label, crosses only the 79 down-lead, and its arrow mark lands on the vertical in the upper third of cell 3. Corrected: 47 does not come from the far left and does not land at the cell 2/3 divider."
rear cluster R,"Rear lamp cluster, right (legend: 28 Direction indicator lights R; 14 Tail light; 30 Brake lights; 32 Reversing lights; 15 Number plate light)",lighting,lamp housing,link,14 lower feed;15 feed;47a GN 0.75,n/a,read,book photo IMG_4727,"Number-plate jumper: diagonal down-left from the lower part of cell 5, a short vertical, then right into cell 6. 47a GN 0.75 is a stub rising from below (free end under its label) with its arrow mark on the cell-6 feed."
rear cluster R,"Rear lamp cluster, right (legend: 28 Direction indicator lights R; 14 Tail light; 30 Brake lights; 32 Reversing lights; 15 Number plate light)",lighting; signals,lamp housing,bar,28;14 upper;30;32;14 lower;15;189 SV 0.75;189a SV 1.0,n/a,read,book photo IMG_4727; scan p.407,"Common earth bar: one thin vertical inside the box, about two-thirds of the way across. All six bulbs join it. It passes through the bottom border as 189 SV 0.75 (straight down); 189a SV 1.0 leaves the same spot diagonally down-left (the join is hidden in the heavy border). From the scan: 189 runs unbroken to the top of the left cluster bar; 189a ends on the earth point that 191 SV 2.5 from 1-pole connector 60 also uses. The 1.0 mm2 cable probably carries both clusters' return, the 0.75 only the left one."
